"","logFC","AveExpr","t","P.Value","adj.P.Val","B","gene_name","Pathogen"
"ENSG000001989292",0.0869321729528223,0.875982348886029,3.98715333263058,7.19603831532943e-05,0.00197377729658926,1.0582752483212,"NOS1AP","TTV"
"ENSG000002685812",0.0741097694841354,0.0152136751335676,3.98326936998689,7.31269503892022e-05,0.00199233217170815,1.1238937544888,"SIGLEC18P","TTV"
"ENSG000002345772",0.0760000193969871,-1.24642246121813,3.9840338927349,7.28958048578976e-05,0.00199233217170815,1.21220205352248,"SYNE1-AS1","TTV"
"ENSG000001415682",0.0252582618984255,4.65111160262154,3.98319319938014,7.3150017778077e-05,0.00199233217170815,0.787830808120728,"FOXK2","TTV"
"ENSG000002745362",0.05898265769097,9.14950275714422,3.98328890511269,7.31210454487245e-05,0.00199233217170815,0.869385644190632,"MIR223HG","TTV"
"ENSG000002873672",0.0810328037371613,-1.85879836625581,3.98268025995382,7.33055351534172e-05,0.00199407528771262,1.27721935600093,"ENSG00000287367","TTV"
"ENSG000001102032",0.105927029859986,6.0709552054939,3.98063121180939,7.39317975599865e-05,0.00200610203864825,0.763792588032428,"FOLR3","TTV"
"ENSG000001258452",0.1029199673808,-0.334518985187907,3.97207120243921,7.65937612199046e-05,0.00206037217681543,1.09855697584897,"BMP2","TTV"
"ENSG000001743072",0.0786254142720864,-1.99150008814379,3.96291814101076,7.95413638151583e-05,0.00213176725235976,1.20080264625465,"PHLDA3","TTV"
"ENSG000001154572",0.120329691357027,0.475099624449292,3.96236662719923,7.97229948854535e-05,0.00213401024024465,0.996948540826066,"IGFBP2","TTV"
"ENSG000001210642",0.05309857538353,5.83511894549285,3.96162024586851,7.99681361118112e-05,0.00213794566593896,0.684862724672677,"SCPEP1","TTV"
"ENSG000000324442",0.0450735924844524,6.7043733256808,3.95780022778383,8.12363429456268e-05,0.0021638859125211,0.684375671641745,"PNPLA6","TTV"
"ENSG000002259692",0.081511469274097,-1.40758811341546,3.95467142252094,8.22893400935155e-05,0.00218658833085074,1.1163622501735,"BICDL3P","TTV"
"ENSG000001084052",0.0450045254612503,6.65259509268619,3.95040609899762,8.37456590131115e-05,0.00221179898695356,0.654834188127267,"P2RX1","TTV"
"ENSG000001402842",0.0848268504909595,-0.499533019684128,3.94644332490994,8.51206415715649e-05,0.0022453918392286,0.998092481757009,"SLC27A2","TTV"
"ENSG000000305822",0.0455786446387272,9.00910830340009,3.94601857914054,8.52691327006361e-05,0.00224637441312688,0.712979817978147,"GRN","TTV"
"ENSG000002847092",0.0902755862887444,-2.47464179442184,3.94574758838457,8.53640834397657e-05,0.00224637441312688,1.17207899467742,"ENSG00000284709","TTV"
"ENSG000001267592",0.053365604569725,4.6555941772574,3.94526969379366,8.55318664201952e-05,0.00224807459279811,0.63943658806522,"CFP","TTV"
"ENSG000001617142",0.0501325388592042,1.17187040529391,3.94468610032567,8.57369760547711e-05,0.00225075056778001,0.900786864330738,"PLCD3","TTV"
"ENSG000001291732",0.079747560642873,0.445557485748269,3.94129327858581,8.69397505991215e-05,0.00227109718271315,0.914691688626958,"E2F8","TTV"
"ENSG000001663402",0.0307445087111657,7.04828938518929,3.93774854700269,8.82123101542843e-05,0.00229362532929797,0.613352678293193,"TPP1","TTV"
"ENSG000002743492",0.0589965751874691,0.782208102852612,3.93455558627862,8.9374150542189e-05,0.00232106479876491,0.88753511393311,"ZNF658","TTV"
"ENSG000001341982",0.0611056405740724,5.52481089701632,3.93239679913281,9.0168528003599e-05,0.00233890721032193,0.570184743189868,"TSPAN2","TTV"
"ENSG000001970632",0.045832011920868,5.29897139415673,3.92735467042673,9.20477549622225e-05,0.00237724037562912,0.552492267010477,"MAFG","TTV"
"ENSG000001676182",0.0693575238706231,0.12766630195231,3.92726175521667,9.20827425320565e-05,0.00237724037562912,0.89586350288864,"LAIR2","TTV"
"ENSG000002465752",0.0404260497274314,3.68975596486042,3.92651807623042,9.23632312828805e-05,0.0023816596999085,0.620814985746928,"ENSG00000246575","TTV"
"ENSG000001004172",0.0298174925164523,2.0503038775812,3.92576437290359,9.2648325341059e-05,0.00238618718777345,0.76270974065581,"PMM1","TTV"
"ENSG000001767282",0.0897299958004325,1.07049223344811,3.92380922349145,9.33924389472753e-05,0.00240032712980753,0.761498402152916,"TTTY14","TTV"
"ENSG000001395722",0.112536249594794,3.0936537831113,3.91973804611517,9.49602364924286e-05,0.00242850773818489,0.612223969212691,"GPR84","TTV"
"ENSG000001299332",0.0314169668646445,6.79080815232369,3.91686197600051,9.60793201831111e-05,0.00245424655037492,0.527382695555329,"MAU2","TTV"
"ENSG000002142122",0.0504145444815665,6.04175256612668,3.91576660944529,9.65096832178615e-05,0.00246235303001638,0.509771796865169,"C19orf38","TTV"
"ENSG000001650972",0.0265952624851138,6.22672828986746,3.90835754052787,9.94688849985027e-05,0.0025275518169411,0.481846056982381,"KDM1B","TTV"
"ENSG000001459902",0.0485171430216954,4.40746504598798,3.90602391442855,0.000100418569794022,0.00254210588528377,0.495757925553353,"GFOD1","TTV"
"ENSG000002856752",0.0534397441350382,0.812676820723527,3.90241915652971,0.000101902415702788,0.00256391655398157,0.757245956338192,"ENSG00000285675","TTV"
"ENSG000002046812",0.0553377982829276,4.55423985046908,3.89571184397239,0.000104719330449571,0.00261966646517303,0.452212287965713,"GABBR1","TTV"
"ENSG000001856192",0.0349940427322242,5.48012143958696,3.89451092173112,0.000105230661651073,0.00262642713254894,0.424581613865344,"PCGF3","TTV"
"ENSG000002300742",0.0405938123502975,-0.512375910008661,3.8945639341458,0.000105208012741168,0.00262642713254894,0.827683846350646,"ENSG00000230074","TTV"
"ENSG000002593192",0.0647231518161985,0.259432062336076,3.89166180368191,0.000106454714829183,0.0026509048930435,0.751647741718745,"JDP2-AS1","TTV"
"ENSG000002053562",0.0345781254492531,5.78261485083236,3.88778724101752,0.000108140930686909,0.00268982047801035,0.399427291204479,"TECPR1","TTV"
"ENSG000002284172",0.0741021820084817,-1.94485171265671,3.88598706468875,0.000108932929275186,0.00270643055413573,0.919678185737437,"ENSG00000228417","TTV"
"ENSG000001171152",0.0680998893944836,8.60435581262645,3.88553501689771,0.000109133433575693,0.0027083238999781,0.471323695632893,"PADI2","TTV"
"ENSG000001430362",0.0812679230474206,-1.94635008152687,3.88170750037041,0.00011083780983171,0.0027474915112891,0.896684001981943,"SLC44A3","TTV"
"ENSG000001740992",0.0526307396267695,3.48439620156775,3.87801333606243,0.000112507390116084,0.00277310353307619,0.453055847339871,"MSRB3","TTV"
"ENSG000001425832",0.0965806988956831,1.78934791982663,3.87850849704949,0.000112283011410381,0.00277310353307619,0.569510006684296,"SLC2A5","TTV"
"ENSG000002864442",0.0533948104217071,1.06591726604505,3.87801683935203,0.000112505795605148,0.00277310353307619,0.649268126061934,"ENSG00000286444","TTV"
"ENSG000001980182",0.0727817506173298,4.2970307454842,3.87639681391041,0.000113246212843141,0.00278732900858368,0.388576655052114,"ENTPD7","TTV"
"ENSG000002694392",0.0480066421558357,0.197750168275133,3.87618956561986,0.00011334037824614,0.00278732900858368,0.705267986406503,"PGLS-DT","TTV"
"ENSG000001756022",0.0479802500324364,2.69393528304305,3.87181419797613,0.000115362600293044,0.00282113995262081,0.492702849234732,"CCDC85B","TTV"
"ENSG000001789772",0.0258702595799098,3.31446302631152,3.87228936815846,0.000115141346000376,0.00282113995262081,0.451863717177373,"LINC00324","TTV"
"ENSG000001680712",0.0390325603743525,7.95109107291381,3.87100813742235,0.000115738846364877,0.00282716785139497,0.388790676664318,"CCDC88B","TTV"
"ENSG000001257462",0.0366744852612234,3.88293603135261,3.87052868426423,0.000115963190871774,0.00282947588567198,0.394566328092682,"EML2","TTV"
"ENSG000001580622",0.0455501865485524,5.2625523203179,3.86955092904029,0.000116421973195666,0.00283749258832256,0.334055233341854,"UBXN11","TTV"
"ENSG000000080862",0.044809377295061,5.27818881781777,3.86269688636733,0.000119686486385307,0.00290317127357141,0.306461991244086,"CDKL5","TTV"
"ENSG000002879352",0.0696634220093655,0.437383184077518,3.86066686345017,0.000120669839021752,0.00291073615718382,0.624285620739463,"ENSG00000287935","TTV"
"ENSG000001987862",0.0473657826783978,9.85575276285582,3.85798051526247,0.000121982850676835,0.00292396516325364,0.406816418968978,"MT-ND5","TTV"
"ENSG000002366632",0.0852065743990704,-2.25919889337817,3.85193924982979,0.000124985101349224,0.00298935276981147,0.796935096566303,"FRGCA","TTV"
"ENSG000002633662",0.0998746769561552,-0.385633335167442,3.84888919024679,0.000126528076314846,0.00301302760090074,0.629597239266022,"ABHD17AP5","TTV"
"ENSG000000071292",0.0434800990826792,3.49282976018941,3.84898589208269,0.000126478054222217,0.00301302760090074,0.336119860241899,"CEACAM21","TTV"
"ENSG000001637952",0.0268878399819146,2.94016188428899,3.84838147838121,0.00012678565969335,0.00301375291767179,0.390425405714018,"ZNF513","TTV"
"ENSG000001310422",0.0455342123223299,8.43675025843071,3.8458740649053,0.000128069320684654,0.00303645530837642,0.310763069511746,"LILRB2","TTV"
"ENSG000001515022",0.0226903705673706,5.17302798284372,3.84371967141395,0.0001291820436183,0.00305621440344804,0.236831914055971,"VPS26B","TTV"
"ENSG000002868862",0.0789189153777375,-1.14539396721328,3.84371737782977,0.000129183233079795,0.00305621440344804,0.673940189333319,"ENSG00000286886","TTV"
"ENSG000002897272",0.0625225878011325,2.3225795550319,3.84019965392841,0.000131019886997915,0.00309294942339931,0.392486325189312,"ENSG00000289727","TTV"
"ENSG000001362792",0.0296551890092658,7.93786029067229,3.83966607327026,0.000131300468359478,0.0030962185119964,0.27017166494299,"DBNL","TTV"
"ENSG000001628362",0.0402722924868017,3.28001710184522,3.83830054732965,0.000132021449596391,0.0031049545330657,0.319849803264962,"ACP6","TTV"
"ENSG000001641672",0.0377083236844333,2.94876811818726,3.83530437229128,0.000133616507857996,0.00313387523112796,0.341895682810187,"LSM6","TTV"
"ENSG000001012202",0.0598203691262727,3.61188076116142,3.83345775653874,0.000134609516803455,0.00314972041411848,0.273963950181664,"C20orf27","TTV"
"ENSG000000793932",0.090515578814774,1.33020326316453,3.83281687568878,0.000134955460176492,0.00314972041411848,0.43786605382788,"DUSP13","TTV"
"ENSG000002270762",0.0608315361103044,-0.676862153756288,3.83129614280862,0.000135778800409064,0.00316077380567639,0.610232710042203,"ENSG00000227076","TTV"
"ENSG000001408482",0.041183308029842,5.25322515504702,3.82991234066097,0.00013653294737937,0.00316817506970085,0.182842043347837,"CPNE2","TTV"
"ENSG000002515932",0.0631638227965777,-0.921719014342605,3.83038538680457,0.000136274702356585,0.00316817506970085,0.623151606150247,"MSNP1","TTV"
"ENSG000001452872",0.0836213365334841,6.27380973799626,3.8295200725422,0.000136748350912179,0.00316979767875049,0.19434760373296,"PLAC8","TTV"
"ENSG000002771522",0.0839440263019458,-1.57200555018622,3.8285603221521,0.000137273588587715,0.00317859109642691,0.667375576889953,"ENSG00000277152","TTV"
"ENSG000001294502",0.059329719439706,7.28141805862718,3.82737905927877,0.000137924702961865,0.00318689432962469,0.204830382163257,"SIGLEC9","TTV"
"ENSG000001029962",0.0996641754053547,-1.68649608069077,3.82513890287265,0.000139165744873137,0.00321216357525507,0.641794688916436,"MMP15","TTV"
"ENSG000001474752",0.035788240667048,4.09012575869223,3.82459126031156,0.000139469815949643,0.00321577547061034,0.211736808913272,"ERLIN2","TTV"
"ENSG000001535512",0.0290456887257731,5.01566896870869,3.82344609343622,0.000140109614566834,0.00322370474318558,0.163873878238228,"CMTM7","TTV"
"ENSG000001789172",0.0296408983144215,3.09905542705708,3.82072933960418,0.000141638543782385,0.00325544539079577,0.270022799820789,"ZNF852","TTV"
"ENSG000001014742",0.050474290020147,7.94010065585079,3.81940497509847,0.000142389560168903,0.00326925829981057,0.195571710943111,"APMAP","TTV"
"ENSG000001639312",0.0397090196714184,9.38460871365034,3.81746392321984,0.000143497075593243,0.00329121871589597,0.238460753157139,"TKT","TTV"
"ENSG000002382272",0.0310283008511651,4.87978620271368,3.81325541382402,0.000145926313437325,0.00333990382719105,0.129761064955463,"TMEM250","TTV"
"ENSG000001863992",0.0438978399173391,0.838349995911896,3.81253686634758,0.000146344930507574,0.00334597029467947,0.423771331182992,"GOLGA8R","TTV"
"ENSG000001380802",0.0638353905096425,1.10389352982679,3.81212529433139,0.000146585217251785,0.00334795104685445,0.40426260466784,"EMILIN1","TTV"
"ENSG000001544472",0.0588951330483622,1.39139686208132,3.81108637714484,0.000147193420953279,0.00335832193628376,0.374817586827361,"SH3RF1","TTV"
"ENSG000001404972",0.0253818486444272,6.0665691307265,3.80954436856511,0.000148100533811331,0.00337435201233295,0.106558514470728,"SCAMP2","TTV"
"ENSG000002660972",0.0597421561365482,-0.341108688611928,3.80401377042458,0.000151397550963988,0.00343091269116249,0.468365755417996,"MIR5192","TTV"
"ENSG000002869892",0.0705978745973295,-1.45561823324632,3.80294721351381,0.000152041277746169,0.00343654294689966,0.571329726761022,"ENSG00000286989","TTV"
"ENSG000002139062",0.0359240035800887,1.69696869504621,3.80159242767994,0.000152862688078399,0.00345142357497303,0.321560607827145,"LTB4R2","TTV"
"ENSG000001390442",0.0775093397148876,1.76210589110765,3.80042823088806,0.000153572874068353,0.00346039229894037,0.305899737296048,"B4GALNT3","TTV"
"ENSG000000142162",0.0327565815870105,7.57726148958594,3.79739297454145,0.000155435492371965,0.00348793403016761,0.100521728554129,"CAPN1","TTV"
"ENSG000001032222",0.0259813000723646,5.75614939011718,3.79425573642629,0.000157384108447593,0.0035171716297073,0.0476872821402132,"ABCC1","TTV"
"ENSG000001776972",0.0550318727785395,5.01428352249055,3.79429183869004,0.000157362562060909,0.0035171716297073,0.0572185782233747,"CD151","TTV"
"ENSG000000862882",0.0514665232993976,3.5715276361702,3.7904887969094,0.000159754271632279,0.00354998241876604,0.113785104457332,"NME8","TTV"
"ENSG000001217662",0.03837832953636,2.71186489373423,3.79011264982555,0.000159992782377725,0.00354998241876604,0.190391298359669,"ZCCHC17","TTV"
"ENSG000002253382",0.0469540370132107,1.0654277537812,3.789148374081,0.000160605752981831,0.00355634019483854,0.318382030551563,"RPL23AP18","TTV"
"ENSG000001842072",0.0337804583325635,2.65520861885171,3.78870055196704,0.000160891176471771,0.00355904349659231,0.197560587941005,"PGP","TTV"
"ENSG000002511792",0.0734163064377025,0.168254293807569,3.78677087802137,0.000162126548748151,0.00358155767226975,0.377972828014729,"TMEM92-AS1","TTV"
"ENSG000001010842",0.04712722672185,3.4103177672784,3.78659792519114,0.000162237708133932,0.00358155767226975,0.116030662304623,"RAB5IF","TTV"
"ENSG000001776852",0.0715571691157375,1.62720480657456,3.78128268006159,0.000165690174609686,0.00364301030733649,0.242999181847733,"CRACR2B","TTV"
"ENSG000002424732",0.0969674745762923,-2.24585610164672,3.7813895978978,0.000165619023624408,0.00364301030733649,0.557795759691507,"KIR2DP1","TTV"
"ENSG000002334602",0.0702704765247681,0.247359729212523,3.77881391447467,0.000167315626755029,0.00367133956834373,0.327196272550304,"RPL35AP31","TTV"
"ENSG000002300612",0.0728920596174998,-0.173216358119305,3.7765433796692,0.000168824795933351,0.00368959225535785,0.349031481115315,"TRPM2-AS","TTV"
"ENSG000001591642",0.0700316482858973,-0.592805598640452,3.77529497233819,0.000169660036904234,0.0037041308057178,0.394503053119577,"SV2A","TTV"
"ENSG000001698962",0.0516105630543238,9.72290011987743,3.77065096330879,0.000172801390601377,0.00376516949981341,0.081404260615658,"ITGAM","TTV"
"ENSG000001700432",0.0360536136663206,4.86220893002344,3.76991547227218,0.000173303897566933,0.00377067389735164,-0.0297996234253368,"TRAPPC1","TTV"
"ENSG000001421922",0.041851589208058,7.04574179437516,3.76902728050004,0.000173912568559311,0.00377654147631592,-0.0225971148894013,"APP","TTV"
"ENSG000001419052",0.0338356315449591,5.43592042454379,3.76776548709244,0.000174780728933822,0.00378929823304364,-0.0476873121533989,"NFIC","TTV"
"ENSG000001064832",0.0702302147374683,-1.68079049867593,3.7660579175221,0.000175962101179252,0.00380738651697588,0.450281425566707,"SFRP4","TTV"
"ENSG000000122112",0.0333143112942574,2.90564805529684,3.76378916837698,0.000177543359767456,0.00382696636911585,0.0776135497065953,"PRICKLE3","TTV"
"ENSG000002671212",0.0370450613492086,4.71328375777864,3.75981873195298,0.000180342900066622,0.00388289668928027,-0.0611082580793463,"FMNL1-DT","TTV"
"ENSG000001808782",0.0563931252650934,1.75358746445422,3.75904744723357,0.000180891529908898,0.00388702716487671,0.152163279290843,"C11orf42","TTV"
"ENSG000002044982",0.0309803980505331,2.11958882394664,3.75795655106117,0.000181670189637429,0.00389991306601964,0.129140179039575,"NFKBIL1","TTV"
"ENSG000001114242",0.0356293354611688,4.97671200971989,3.75398024662601,0.00018453519652048,0.00394974204026005,-0.0903406806990654,"VDR","TTV"
"ENSG000000356872",0.0326058456027637,4.89780833451562,3.75016036825391,0.0001873275145372,0.00400164628848143,-0.104370581601533,"ADSS2","TTV"
"ENSG000000698692",0.0597295214828954,4.03707995067153,3.75035085885057,0.000187188477546878,0.00400164628848143,-0.0685818810483108,"NEDD4","TTV"
"ENSG000002766332",0.0826024171076346,-2.11004748293792,3.74742277254533,0.00018935310459899,0.00402044801036834,0.418144513356555,"ENSG00000276633","TTV"
"ENSG000002040222",0.0708515687203723,-1.91241449059816,3.74722626554761,0.000189499293526472,0.00402044801036834,0.394981927631801,"LIPJ","TTV"
"ENSG000001258722",0.0650073843151292,-1.44925207636685,3.74724832711645,0.000189482875804917,0.00402044801036834,0.350435897241587,"LRRN4","TTV"
"ENSG000002441612",0.0860762037617561,-2.47586520917217,3.74821690460086,0.000188763400710066,0.00402044801036834,0.449102468551101,"FLNB-AS1","TTV"
"ENSG000001308812",0.0572561859125446,2.48440089874464,3.74685540770772,0.000189775478093726,0.0040223855948813,0.0553502476554861,"LRP3","TTV"
"ENSG000001424052",0.04982639917188,7.32945516813184,3.74512668475395,0.000191067896622016,0.00403800038748508,-0.100875046405081,"NLRP12","TTV"
"ENSG000000911062",0.0632734475271846,4.28532225751417,3.74341724971917,0.000192355210421245,0.00404949534286813,-0.108243110704229,"NLRC4","TTV"
"ENSG000002813322",0.0651930167133868,-1.87695254241941,3.73828106478442,0.000196267591426365,0.00410410225488393,0.369604360145616,"LINC00997","TTV"
"ENSG000002057442",0.0258075359754842,5.45751443755144,3.73593480099587,0.000198080168451841,0.0041380333560855,-0.167240321955166,"DENND1C","TTV"
"ENSG000001003592",0.0533199172418917,-1.69549782472453,3.72969803201311,0.000202975197127015,0.00422264996860969,0.328067244994773,"SGSM3","TTV"
"ENSG000002878832",0.08466091713639,-1.46931315629617,3.72410552060704,0.00020746114467356,0.00429284983978366,0.277732366788404,"ENSG00000287883","TTV"
"ENSG000002604092",0.0775515130003568,-1.89073585760026,3.72038345684113,0.000210498256226332,0.00435156214887624,0.303121107960246,"ENSG00000260409","TTV"
"ENSG000001692522",0.0424798470091902,3.66515348971699,3.7192684796336,0.0002114161591471,0.00436538007480422,-0.1431045097919,"ADRB2","TTV"
"ENSG000002287372",0.0485872205325238,-0.0451955323073301,3.7190852443511,0.000211567366973852,0.00436538007480422,0.144339350207782,"ENSG00000228737","TTV"
"ENSG000001318282",0.032618768225844,3.62757462886813,3.71817175158568,0.000212322710346973,0.0043768207528384,-0.149855028458399,"PDHA1","TTV"
"ENSG000001304792",0.0356632187235309,5.13411884769401,3.71763306553322,0.000212769323941334,0.00438123694297715,-0.229657966214034,"MAP1S","TTV"
"ENSG000002856322",0.0452339389186923,-0.497205694548394,3.71665388132428,0.000213583409187047,0.00439034802148733,0.171359300367178,"ENSG00000285632","TTV"
"ENSG000001607032",0.0407101341352053,4.89059427440287,3.71434517978377,0.000215514454860047,0.00441518808225098,-0.233936583127753,"NLRX1","TTV"
"ENSG000001970432",0.0444463815423199,6.54708561158273,3.71408719481272,0.000215731255794695,0.00441518808225098,-0.234970259582752,"ANXA6","TTV"
"ENSG000002887222",0.0414831028121382,1.64209345250497,3.71437258930048,0.000215491432971047,0.00441518808225098,0.0122973858266606,"F8A1","TTV"
"ENSG000001889162",0.097548211965692,-1.84799524912859,3.71396911441017,0.000215830746251282,0.00441518808225098,0.279407283982639,"INSYN2A","TTV"
"ENSG000002552002",0.0643881255864365,0.57825547410515,3.71375865979171,0.000216007641272181,0.00441518808225098,0.0854202957483219,"PGAM1P8","TTV"
"ENSG000001202652",0.0354021246030096,5.54893198859695,3.71199390472,0.000217497977874503,0.00444148401115984,-0.254671633289564,"PCMT1","TTV"
"ENSG000000757902",0.0410504741484252,-0.731075658838469,3.71162404414648,0.000217811548529345,0.00444372268811414,0.165692083981315,"BCAP29","TTV"
"ENSG000001648802",0.0281823490931742,6.11125227587788,3.70735477366258,0.000221461978120567,0.00449295627678681,-0.268618835685471,"INTS1","TTV"
"ENSG000001011462",0.0213749872910992,4.1036182971156,3.70753772546813,0.000221304372995325,0.00449295627678681,-0.217972239422231,"RAE1","TTV"
"ENSG000002546322",0.0862547219487994,-1.99157477453523,3.70555628675078,0.000223016925424165,0.00451189952466772,0.262536206985781,"ENSG00000254632","TTV"
"ENSG000001258102",0.0547709360377078,8.52333571839182,3.69981939865429,0.000228046493624661,0.00459109525176219,-0.225564818676244,"CD93","TTV"
"ENSG000001424592",0.0365699761216938,2.69622114698681,3.69965724004642,0.000228189518116015,0.00459109525176219,-0.137439524221768,"EVI5L","TTV"
"ENSG000000106262",0.038592674987778,0.107928015501453,3.69965026286512,0.000228195702311187,0.00459109525176219,0.068479147840848,"LRRC23","TTV"
"ENSG000001881672",0.0234216324604983,4.91423086483785,3.69750734076042,0.000230102545346458,0.00462092567792993,-0.294764938362039,"TMPPE","TTV"
"ENSG000000769442",0.0558797868356032,4.89420473114932,3.69128972156634,0.000235721673876025,0.00470773561144337,-0.318686061846032,"STXBP2","TTV"
"ENSG000000705402",0.034793350914124,5.47413834347105,3.68913052576406,0.000237701166572277,0.0047429219033364,-0.337611236824979,"WIPI1","TTV"
"ENSG000001672642",0.0308467327566842,4.14564347939201,3.68822371198586,0.000238537736986091,0.00475525960767606,-0.291047223213639,"DUS2","TTV"
"ENSG000001460832",0.0361714337241765,7.29404920013358,3.68097181858406,0.000245328115474004,0.0048727933528378,-0.335843238395584,"RNF44","TTV"
"ENSG000001961872",0.0304090601928314,6.39205627641627,3.67702658841796,0.000249098129118662,0.00492076077549096,-0.372905394069373,"TMEM63A","TTV"
"ENSG000001002992",0.0308943334001664,5.53356655537234,3.6714965375295,0.000254474265112066,0.00500427776401336,-0.401119440854022,"ARSA","TTV"
"ENSG000001148052",0.088534394081314,0.41213516423514,3.66873731177574,0.00025719872225053,0.00505329392165627,-0.0713306721262565,"PLCH1","TTV"
"ENSG000002132142",0.0664911010683485,-2.05114769190184,3.66793024966485,0.00025799889374915,0.00506444855486506,0.142174678742157,"ARHGEF35","TTV"
"ENSG000001166912",0.0357777433659451,5.34101858760128,3.66694023339883,0.000258985445287762,0.00507616412315436,-0.416654338768789,"MIIP","TTV"
"ENSG000001640882",0.0445542221768919,6.40028525581605,3.66399977186103,0.000261936544503096,0.00512328129998021,-0.418592677981493,"PPM1M","TTV"
"ENSG000001497812",0.0372681914200359,8.49175043492938,3.66352255402155,0.000262418456747481,0.00512810381531019,-0.357874494453774,"FERMT3","TTV"
"ENSG000001640232",0.0570094402186351,4.37572518451012,3.65633589278346,0.000269778742516535,0.00525309117130723,-0.425075453874259,"SGMS2","TTV"
"ENSG000001974152",0.0587213161543556,2.45948927904884,3.65480657699417,0.000271368004851171,0.00527931915866264,-0.279489085790564,"VEPH1","TTV"
"ENSG000002749792",0.0568096323842614,0.0913718312921432,3.65175720543913,0.00027456614720163,0.00532252827524583,-0.107487986473523,"ENSG00000274979","TTV"
"ENSG000001408292",0.0187730952011127,5.49798229338475,3.64879004350249,0.000277712029959516,0.00537394975203187,-0.482585387070683,"DHX38","TTV"
"ENSG000001471682",0.0393017477322355,4.22972887987883,3.64743010293351,0.000279165161852079,0.0053860089962319,-0.445761120525087,"IL2RG","TTV"
"ENSG000002273552",0.0516271250319206,2.01879247735991,3.6427665373895,0.000284202681862423,0.00547523628214,-0.284475692532778,"ENSG00000227355","TTV"
"ENSG000001435452",0.0726234099582117,0.851551702770275,3.64157747224994,0.00028550198804807,0.00548571677035221,-0.19777960263958,"RAB13","TTV"
"ENSG000001331382",0.0642580228825806,0.00388813275903975,3.64167949112744,0.000285389091474372,0.00548571677035221,-0.130510589813809,"TBC1D8B","TTV"
"ENSG000002729532",0.0627758027482967,0.662636689991548,3.6395948142944,0.000287677335503407,0.00551778297824273,-0.188365922695053,"ENSG00000272953","TTV"
"ENSG000001246412",0.0291407768888326,1.96090170594125,3.63886066693493,0.000288487262539364,0.00552359311376995,-0.289705965880569,"MED20","TTV"
"ENSG000001870372",0.0544034155242901,6.17948881387322,3.63348795850209,0.000294481604410783,0.00562354047196017,-0.529480366013808,"GPR141","TTV"
"ENSG000002612072",0.0596971710165388,-1.47210991286109,3.63303492194245,0.000294990620108,0.00562832803987147,-0.0427135539423524,"ENSG00000261207","TTV"
"ENSG000002408592",0.0598579583684668,1.0099518808278,3.6300753865337,0.000298346830609459,0.0056724948448076,-0.244122688721115,"LINC03014","TTV"
"ENSG000000993772",0.0825601341190678,0.482284934228938,3.62821848826301,0.000300472496292211,0.0057001123180911,-0.232086159890388,"HSD3B7","TTV"
"ENSG000001116402",0.0427394212405231,8.46680236185259,3.62811975820931,0.000300584196314043,0.0057001123180911,-0.482478971309252,"GAPDH","TTV"
"ENSG000001086392",0.0355885636527724,5.79050675055001,3.62626242709434,0.000302723666631556,0.00572878947450136,-0.562300455909273,"SYNGR2","TTV"
"ENSG000002679402",0.0558314206091694,1.12537012092263,3.62643041006112,0.000302529580182202,0.00572878947450136,-0.270353143709255,"ENSG00000267940","TTV"
"ENSG000001643092",0.0422643276256224,0.393811363001069,3.62554293234469,0.000303556288390359,0.00573111622736273,-0.221401860440763,"CMYA5","TTV"
"ENSG000002740242",0.0506823951678272,-1.03479786538933,3.62195579556874,0.000307739580043084,0.00579044707215781,-0.125081299604666,"ENSG00000274024","TTV"
"ENSG000001800112",0.0326604504516683,4.29102178594091,3.62215034190132,0.000307511321985732,0.00579044707215781,-0.536513368356127,"PTGR3","TTV"
"ENSG000001834842",0.0331424363198662,5.31644471208542,3.62229533185022,0.000307341310900617,0.00579044707215781,-0.574565746059513,"GPR132","TTV"
"ENSG000001822632",0.106809838744132,-0.379251208258761,3.62130561519654,0.00030850524104808,0.0057998452952516,-0.198130215452317,"FIGN","TTV"
"ENSG000001194082",0.0385881252584008,6.90411553541417,3.61941288468816,0.000310737785321268,0.00582259488513313,-0.5677229718146,"NEK6","TTV"
"ENSG000001426692",0.0351153487458044,8.23861267876234,3.61526667000816,0.000315685167583392,0.0058999455790395,-0.538995453688425,"SH3BGRL3","TTV"
"ENSG000001011812",0.0252585225025933,4.4026573596092,3.61256995963557,0.000318942496131898,0.00594940613597031,-0.577864256826822,"MTG2","TTV"
"ENSG000002905882",0.101836878633439,-2.08147328632799,3.61190723343417,0.00031974923371481,0.00594940613597031,-0.0581030702741323,"ENSG00000290588","TTV"
"ENSG000002116882",0.063613933129009,-1.59662069771054,3.61235545341688,0.000319202944327625,0.00594940613597031,-0.0934748283760305,"TRGJP2","TTV"
"ENSG000002136762",0.0213792174394634,5.70174406585492,3.61169156948218,0.000320010280020065,0.00594940613597031,-0.615117001448962,"ATF6B","TTV"
"ENSG000002595832",0.0585145408116458,-1.04454963543658,3.61085705591728,0.000321027830573065,0.00596323563542755,-0.163900166560955,"ALDH1A3-AS1","TTV"
"ENSG000001706382",0.0356049239981433,6.01816974958696,3.60638163106071,0.000326536817776012,0.00604033939864659,-0.630930250773822,"TRABD","TTV"
